period,demand,n_days,ramadan_days,holiday_days,weekend_days,period_ts,holiday_weekday_days,year,month,quarter,ramadan_pct,holiday_pct,weekend_pct,working_days,month_idx,var_Coklat,var_Moca,var_Original (Putih),var_Strawberry,month_sin,month_cos,variant,lag_1m,lag_2m,lag_3m,rolling_avg_3m,growth_rate,share_pct,share_lag_1m,share_change,total_demand_lag_1m,lag_12m,share_peak_sm,share_min_sm,share_mean_sm,share_range_sm,demand_peak_sm,demand_mean_sm
2023-11,15701,30,0,0,8,2023-11-01,0.0,2023,11,4,0.0,0.0,0.2666666666666666,22.0,10,0,0,1,0,-0.5000000000000004,0.8660254037844384,Original (Putih),16302.0,15439.0,16075.0,15938.666666666666,-0.0368666421298,16.811392472830452,17.52036627044688,-0.7089737976164265,93046.0,,,,,,,
2023-12,14443,31,0,1,10,2023-12-01,1.0,2023,12,4,0.0,0.032258064516129,0.3225806451612903,20.0,11,0,0,1,0,-2.4492935982947064e-16,1.0,Original (Putih),15701.0,16302.0,15439.0,15814.0,-0.080122285204764,18.377656190355008,16.811392472830452,1.5662637175245564,93395.0,,,,,,,
2024-01,16965,31,0,1,8,2024-01-01,1.0,2024,1,1,0.0,0.032258064516129,0.2580645161290322,22.0,12,0,0,1,0,0.4999999999999999,0.8660254037844387,Original (Putih),14443.0,15701.0,16302.0,15482.0,0.1746174617461746,19.004996303183745,18.377656190355008,0.6273401128287368,78590.0,11566.0,14.302850429728558,14.302850429728558,14.302850429728558,0.0,11566.0,11566.0
2024-02,13168,29,0,3,8,2024-02-01,2.0,2024,2,1,0.0,0.1034482758620689,0.2758620689655172,19.0,13,0,0,1,0,0.8660254037844386,0.5000000000000001,Original (Putih),16965.0,14443.0,15701.0,15703.0,-0.2238137341585617,16.45012992204677,19.004996303183745,-2.554866381136975,89266.0,10686.0,13.517855561599474,13.517855561599474,13.517855561599474,0.0,10686.0,10686.0
2024-03,4318,31,21,3,10,2024-03-01,2.0,2024,3,1,0.6774193548387096,0.0967741935483871,0.3225806451612903,19.0,14,0,0,1,0,1.0,6.123233995736766e-17,Original (Putih),13168.0,16965.0,14443.0,14858.666666666666,-0.6720838396111786,16.283279281997135,16.45012992204677,-0.1668506400496348,80048.0,9456.0,15.179144728393476,15.179144728393476,15.179144728393476,0.0,9456.0,9456.0
2024-04,7137,30,9,2,8,2024-04-01,2.0,2024,4,2,0.3,0.0666666666666666,0.2666666666666666,20.0,15,0,0,1,0,0.8660254037844387,-0.4999999999999998,Original (Putih),4318.0,13168.0,16965.0,11483.666666666666,0.6528485409911997,17.164914981120276,16.283279281997135,0.8816356991231409,26518.0,1545.0,18.017492711370263,18.017492711370263,18.017492711370263,0.0,1545.0,1545.0
2024-05,11499,31,0,3,8,2024-05-01,3.0,2024,5,2,0.0,0.0967741935483871,0.2580645161290322,20.0,16,0,0,1,0,0.4999999999999999,-0.8660254037844387,Original (Putih),7137.0,4318.0,13168.0,8207.666666666666,0.6111811685582178,13.679677369466685,17.164914981120276,-3.485237611653593,41579.0,14069.0,15.043036621224273,15.043036621224273,15.043036621224273,0.0,14069.0,14069.0
2024-06,13714,30,0,2,10,2024-06-01,1.0,2024,6,2,0.0,0.0666666666666666,0.3333333333333333,19.0,17,0,0,1,0,1.2246467991473532e-16,-1.0,Original (Putih),11499.0,7137.0,4318.0,7651.333333333333,0.1926254456909295,17.24120590379925,13.679677369466685,3.5615285343325684,84059.0,12809.0,14.59166353394165,14.59166353394165,14.59166353394165,0.0,12809.0,12809.0
2024-07,13545,31,0,1,8,2024-07-01,0.0,2024,7,3,0.0,0.032258064516129,0.2580645161290322,23.0,18,0,0,1,0,-0.4999999999999997,-0.8660254037844388,Original (Putih),13714.0,11499.0,7137.0,10783.333333333334,-0.0123231733994457,15.088895820336868,17.24120590379925,-2.152310083462384,79542.0,13248.0,14.60011681856754,14.60011681856754,14.60011681856754,0.0,13248.0,13248.0
2024-08,14494,31,0,1,9,2024-08-01,0.0,2024,8,3,0.0,0.032258064516129,0.2903225806451613,22.0,19,0,0,1,0,-0.8660254037844385,-0.5000000000000004,Original (Putih),13545.0,13714.0,11499.0,12919.333333333334,0.0700627537836839,15.5035940441554,15.088895820336868,0.4146982238185313,89768.0,16075.0,16.570115037314974,16.570115037314974,16.570115037314974,0.0,16075.0,16075.0
2024-09,15371,30,0,1,9,2024-09-01,1.0,2024,9,3,0.0,0.0333333333333333,0.3,20.0,20,0,0,1,0,-1.0,-1.8369701987210294e-16,Original (Putih),14494.0,13545.0,13714.0,13917.666666666666,0.0605077963295157,18.181495587991765,15.5035940441554,2.6779015438363665,93488.0,15439.0,16.695684145642513,16.695684145642513,16.695684145642513,0.0,15439.0,15439.0
2024-10,15682,31,0,0,8,2024-10-01,0.0,2024,10,4,0.0,0.0,0.2580645161290322,23.0,21,0,0,1,0,-0.8660254037844386,0.5000000000000001,Original (Putih),15371.0,14494.0,13545.0,14470.0,0.0202329061219179,17.07609216429287,18.181495587991765,-1.1054034236988954,84542.0,16302.0,17.52036627044688,17.52036627044688,17.52036627044688,0.0,16302.0,16302.0
2024-11,11699,30,0,1,9,2024-11-01,1.0,2024,11,4,0.0,0.0333333333333333,0.3,20.0,22,0,0,1,0,-0.5000000000000004,0.8660254037844384,Original (Putih),15682.0,15371.0,14494.0,15182.333333333334,-0.2539854610381329,14.584917656738932,17.07609216429287,-2.491174507553937,91836.0,15701.0,16.811392472830452,16.811392472830452,16.811392472830452,0.0,15701.0,15701.0
2024-12,10210,31,0,1,9,2024-12-01,1.0,2024,12,4,0.0,0.032258064516129,0.2903225806451613,21.0,23,0,0,1,0,-2.4492935982947064e-16,1.0,Original (Putih),11699.0,15682.0,15371.0,14250.666666666666,-0.1272758355414992,13.22984424806282,14.584917656738932,-1.3550734086761125,80213.0,14443.0,18.377656190355008,18.377656190355008,18.377656190355008,0.0,14443.0,14443.0
2025-01,10815,31,0,3,8,2025-01-01,3.0,2025,1,1,0.0,0.0967741935483871,0.2580645161290322,20.0,24,0,0,1,0,0.4999999999999999,0.8660254037844387,Original (Putih),10210.0,11699.0,15682.0,12530.333333333334,0.0592556317335946,13.7714562216676,13.22984424806282,0.5416119736047786,77174.0,16965.0,19.004996303183745,14.302850429728558,16.65392336645615,4.702145873455187,16965.0,14265.5
2025-02,10300,28,1,0,8,2025-02-01,0.0,2025,2,1,0.0357142857142857,0.0,0.2857142857142857,20.0,25,0,0,1,0,0.8660254037844386,0.5000000000000001,Original (Putih),10815.0,10210.0,11699.0,10908.0,-0.0476190476190476,12.771075374142912,13.7714562216676,-1.0003808475246867,78532.0,13168.0,16.45012992204677,13.517855561599474,14.983992741823124,2.9322743604472965,13168.0,11927.0
2025-03,0,31,30,2,10,2025-03-01,1.0,2025,3,1,0.967741935483871,0.064516129032258,0.3225806451612903,20.0,26,0,0,1,0,1.0,6.123233995736766e-17,Original (Putih),10300.0,10815.0,10210.0,10441.666666666666,-1.0,0.0,12.771075374142912,-12.771075374142912,80651.0,4318.0,16.283279281997135,15.179144728393476,15.731212005195308,1.104134553603659,9456.0,6887.0
2025-04,7340,30,0,3,8,2025-04-01,2.0,2025,4,2,0.0,0.1,0.2666666666666666,20.0,27,0,0,1,0,0.8660254037844387,-0.4999999999999998,Original (Putih),0.0,10300.0,10815.0,7038.333333333333,0.0,11.765460199403712,0.0,11.765460199403712,37.0,7137.0,18.017492711370263,17.164914981120276,17.59120384624527,0.8525777302499868,7137.0,4341.0
2025-05,9495,31,0,3,9,2025-05-01,3.0,2025,5,2,0.0,0.0967741935483871,0.2903225806451613,19.0,28,0,0,1,0,0.4999999999999999,-0.8660254037844387,Original (Putih),7340.0,0.0,10300.0,5880.0,0.2935967302452316,13.821161880085592,11.765460199403712,2.05570168068188,62386.0,11499.0,15.043036621224273,13.679677369466685,14.361356995345478,1.363359251757588,14069.0,12784.0
2025-06,8302,30,0,3,9,2025-06-01,2.0,2025,6,2,0.0,0.1,0.3,19.0,29,0,0,1,0,1.2246467991473532e-16,-1.0,Original (Putih),9495.0,7340.0,0.0,5611.666666666667,-0.1256450763559768,13.197888846496248,13.821161880085592,-0.6232730335893439,68699.0,13714.0,17.24120590379925,14.59166353394165,15.916434718870452,2.649542369857601,13714.0,13261.5
2025-07,10853,31,0,0,8,2025-07-01,0.0,2025,7,3,0.0,0.0,0.2580645161290322,23.0,30,0,0,1,0,-0.4999999999999997,-0.8660254037844388,Original (Putih),8302.0,9495.0,7340.0,8379.0,0.3072753553360636,13.105113807885044,13.197888846496248,-0.0927750386112045,62904.0,13545.0,15.088895820336868,14.60011681856754,14.844506319452204,0.488779001769327,13545.0,13396.5
2025-08,11733,31,0,1,10,2025-08-01,0.0,2025,8,3,0.0,0.032258064516129,0.3225806451612903,21.0,31,0,0,1,0,-0.8660254037844385,-0.5000000000000004,Original (Putih),10853.0,8302.0,9495.0,9550.0,0.0810835713627569,14.18262257035103,13.105113807885044,1.0775087624659871,82815.0,14494.0,16.570115037314974,15.5035940441554,16.036854540735185,1.0665209931595747,16075.0,15284.5
2025-09,11937,30,0,1,8,2025-09-01,1.0,2025,9,3,0.0,0.0333333333333333,0.2666666666666666,21.0,32,0,0,1,0,-1.0,-1.8369701987210294e-16,Original (Putih),11733.0,10853.0,8302.0,10296.0,0.0173868575811813,15.026056745801968,14.18262257035103,0.8434341754509376,82728.0,15371.0,18.181495587991765,16.695684145642513,17.43858986681714,1.4858114423492523,15439.0,15405.0
2025-10,12825,31,0,0,8,2025-10-01,0.0,2025,10,4,0.0,0.0,0.2580645161290322,23.0,33,0,0,1,0,-0.8660254037844386,0.5000000000000001,Original (Putih),11937.0,11733.0,10853.0,11507.666666666666,0.074390550389545,15.233762531477172,15.026056745801968,0.2077057856752038,79442.0,15682.0,17.52036627044688,17.07609216429287,17.298229217369872,0.4442741061540083,16302.0,15992.0
2025-11,10834,30,0,0,10,2025-11-01,0.0,2025,11,4,0.0,0.0,0.3333333333333333,20.0,34,0,0,1,0,-0.5000000000000004,0.8660254037844384,Original (Putih),12825.0,11937.0,11733.0,12165.0,-0.1552436647173489,14.555567497850388,15.233762531477172,-0.6781950336267855,84188.0,11699.0,16.811392472830452,14.584917656738932,15.698155064784691,2.2264748160915198,15701.0,13700.0
2025-12,11686,31,0,1,8,2025-12-01,1.0,2025,12,4,0.0,0.032258064516129,0.2580645161290322,22.0,35,0,0,1,0,-2.4492935982947064e-16,1.0,Original (Putih),10834.0,12825.0,11937.0,11865.333333333334,0.0786413143806534,15.016126337972066,14.555567497850388,0.4605588401216796,74432.0,10210.0,18.377656190355008,13.22984424806282,15.803750219208917,5.147811942292188,14443.0,12326.5
2023-04,2155,30,21,3,10,2023-04-01,1.0,2023,4,2,0.7,0.1,0.3333333333333333,19.0,3,0,0,0,1,0.8660254037844387,-0.4999999999999998,Strawberry,13153.0,19775.0,15378.0,16102.0,-0.8361590511670342,25.131195335276967,21.11371516630281,4.017480168974153,62296.0,,,,,,,
2023-05,17670,31,0,2,8,2023-05-01,2.0,2023,5,2,0.0,0.064516129032258,0.2580645161290322,21.0,4,0,0,0,1,0.4999999999999999,-0.8660254037844387,Strawberry,2155.0,13153.0,19775.0,11694.333333333334,7.199535962877031,18.893344025661587,25.131195335276967,-6.23785130961538,8575.0,,,,,,,
2023-06,14276,30,0,3,8,2023-06-01,2.0,2023,6,2,0.0,0.1,0.2666666666666666,20.0,5,0,0,0,1,1.2246467991473532e-16,-1.0,Strawberry,17670.0,2155.0,13153.0,10992.666666666666,-0.1920769666100735,16.262829932902726,18.893344025661587,-2.6305140927588617,93525.0,,,,,,,
2023-07,14552,31,0,1,10,2023-07-01,1.0,2023,7,3,0.0,0.032258064516129,0.3225806451612903,20.0,6,0,0,0,1,-0.4999999999999997,-0.8660254037844388,Strawberry,14276.0,17670.0,2155.0,11367.0,0.0193331465396469,16.03720561169949,16.262829932902726,-0.2256243212032345,87783.0,,,,,,,
2023-08,21503,31,0,1,8,2023-08-01,1.0,2023,8,3,0.0,0.032258064516129,0.2580645161290322,22.0,7,0,0,0,1,-0.8660254037844385,-0.5000000000000004,Strawberry,14552.0,14276.0,17670.0,15499.333333333334,0.4776663001649257,22.165299138250937,16.03720561169949,6.128093526551446,90739.0,,,,,,,
2023-09,20764,30,0,1,9,2023-09-01,1.0,2023,9,3,0.0,0.0333333333333333,0.3,20.0,8,0,0,0,1,-1.0,-1.8369701987210294e-16,Strawberry,21503.0,14552.0,14276.0,16777.0,-0.0343672975863833,22.45412174364409,22.165299138250937,0.2888226053931539,97012.0,,,,,,,
2023-10,19805,31,0,0,9,2023-10-01,0.0,2023,10,4,0.0,0.0,0.2903225806451613,22.0,9,0,0,0,1,-0.8660254037844386,0.5000000000000001,Strawberry,20764.0,21503.0,14552.0,18939.666666666668,-0.0461857060296667,21.28517077574533,22.45412174364409,-1.1689509678987626,92473.0,,,,,,,
2023-11,24001,30,0,0,8,2023-11-01,0.0,2023,11,4,0.0,0.0,0.2666666666666666,22.0,10,0,0,0,1,-0.5000000000000004,0.8660254037844384,Strawberry,19805.0,20764.0,21503.0,20690.666666666668,0.2118656904822013,25.698377857487014,21.28517077574533,4.413207081741685,93046.0,,,,,,,
2023-12,20513,31,0,1,10,2023-12-01,1.0,2023,12,4,0.0,0.032258064516129,0.3225806451612903,20.0,11,0,0,0,1,-2.4492935982947064e-16,1.0,Strawberry,24001.0,19805.0,20764.0,21523.33333333333,-0.145327278030082,26.101285150782545,25.698377857487014,0.4029072932955309,93395.0,,,,,,,
2024-01,21106,31,0,1,8,2024-01-01,1.0,2024,1,1,0.0,0.032258064516129,0.2580645161290322,22.0,12,0,0,0,1,0.4999999999999999,0.8660254037844387,Strawberry,20513.0,24001.0,19805.0,21439.666666666668,0.0289084970506507,23.64394058208052,26.101285150782545,-2.4573445687020232,78590.0,15378.0,19.01687998516045,19.01687998516045,19.01687998516045,0.0,15378.0,15378.0
2024-02,16296,29,0,3,8,2024-02-01,2.0,2024,2,1,0.0,0.1034482758620689,0.2758620689655172,19.0,13,0,0,0,1,0.8660254037844386,0.5000000000000001,Strawberry,21106.0,20513.0,24001.0,21873.33333333333,-0.2278972803942006,20.35778532880272,23.64394058208052,-3.2861552532778013,89266.0,19775.0,25.015496325157176,25.015496325157176,25.015496325157176,0.0,19775.0,19775.0
2024-03,4813,31,21,3,10,2024-03-01,2.0,2024,3,1,0.6774193548387096,0.0967741935483871,0.3225806451612903,19.0,14,0,0,0,1,1.0,6.123233995736766e-17,Strawberry,16296.0,21106.0,20513.0,19305.0,-0.7046514482081492,18.149935892601253,20.35778532880272,-2.207849436201468,80048.0,13153.0,21.11371516630281,21.11371516630281,21.11371516630281,0.0,13153.0,13153.0
2024-04,8026,30,9,2,8,2024-04-01,2.0,2024,4,2,0.3,0.0666666666666666,0.2666666666666666,20.0,15,0,0,0,1,0.8660254037844387,-0.4999999999999998,Strawberry,4813.0,16296.0,21106.0,14071.666666666666,0.667567006025348,19.30301354048919,18.149935892601253,1.1530776478879368,26518.0,2155.0,25.131195335276967,25.131195335276967,25.131195335276967,0.0,2155.0,2155.0
2024-05,16618,31,0,3,8,2024-05-01,3.0,2024,5,2,0.0,0.0967741935483871,0.2580645161290322,20.0,16,0,0,0,1,0.4999999999999999,-0.8660254037844387,Strawberry,8026.0,4813.0,16296.0,9711.666666666666,1.070520807376028,19.769447649864976,19.30301354048919,0.4664341093757862,41579.0,17670.0,18.893344025661587,18.893344025661587,18.893344025661587,0.0,17670.0,17670.0
2024-06,18011,30,0,2,10,2024-06-01,1.0,2024,6,2,0.0,0.0666666666666666,0.3333333333333333,19.0,17,0,0,0,1,1.2246467991473532e-16,-1.0,Strawberry,16618.0,8026.0,4813.0,9819.0,0.0838247683235047,22.64338336979206,19.769447649864976,2.8739357199270827,84059.0,14276.0,16.262829932902726,16.262829932902726,16.262829932902726,0.0,14276.0,14276.0
2024-07,23582,31,0,1,8,2024-07-01,0.0,2024,7,3,0.0,0.032258064516129,0.2580645161290322,23.0,18,0,0,0,1,-0.4999999999999997,-0.8660254037844388,Strawberry,18011.0,16618.0,8026.0,14218.333333333334,0.3093109766253956,26.269940290526687,22.64338336979206,3.626556920734629,79542.0,14552.0,16.03720561169949,16.03720561169949,16.03720561169949,0.0,14552.0,14552.0
2024-08,21463,31,0,1,9,2024-08-01,0.0,2024,8,3,0.0,0.032258064516129,0.2903225806451613,22.0,19,0,0,0,1,-0.8660254037844385,-0.5000000000000004,Strawberry,23582.0,18011.0,16618.0,19403.666666666668,-0.0898566703417861,22.958026698613725,26.269940290526687,-3.311913591912962,89768.0,21503.0,22.165299138250937,22.165299138250937,22.165299138250937,0.0,21503.0,21503.0
2024-09,24352,30,0,1,9,2024-09-01,1.0,2024,9,3,0.0,0.0333333333333333,0.3,20.0,20,0,0,0,1,-1.0,-1.8369701987210294e-16,Strawberry,21463.0,23582.0,18011.0,21018.666666666668,0.1346037366630945,28.80461782309385,22.958026698613725,5.846591124480124,93488.0,20764.0,22.45412174364409,22.45412174364409,22.45412174364409,0.0,20764.0,20764.0
2024-10,25486,31,0,0,8,2024-10-01,0.0,2024,10,4,0.0,0.0,0.2580645161290322,23.0,21,0,0,0,1,-0.8660254037844386,0.5000000000000001,Strawberry,24352.0,21463.0,23582.0,23132.33333333333,0.0465670170827858,27.751644235376105,28.80461782309385,-1.0529735877177444,84542.0,19805.0,21.28517077574533,21.28517077574533,21.28517077574533,0.0,19805.0,19805.0
2024-11,17270,30,0,1,9,2024-11-01,1.0,2024,11,4,0.0,0.0333333333333333,0.3,20.0,22,0,0,0,1,-0.5000000000000004,0.8660254037844384,Strawberry,25486.0,24352.0,21463.0,23767.0,-0.3223730675665071,21.530175906648548,27.751644235376105,-6.221468328727557,91836.0,24001.0,25.698377857487014,25.698377857487014,25.698377857487014,0.0,24001.0,24001.0
2024-12,14704,31,0,1,9,2024-12-01,1.0,2024,12,4,0.0,0.032258064516129,0.2903225806451613,21.0,23,0,0,0,1,-2.4492935982947064e-16,1.0,Strawberry,17270.0,25486.0,24352.0,22369.33333333333,-0.1485813549507817,19.05304895431104,21.530175906648548,-2.4771269523375103,80213.0,20513.0,26.101285150782545,26.101285150782545,26.101285150782545,0.0,20513.0,20513.0
2025-01,15572,31,0,3,8,2025-01-01,3.0,2025,1,1,0.0,0.0967741935483871,0.2580645161290322,20.0,24,0,0,0,1,0.4999999999999999,0.8660254037844387,Strawberry,14704.0,17270.0,25486.0,19153.33333333333,0.0590315560391729,19.828859573167627,19.05304895431104,0.775810618856589,77174.0,21106.0,23.64394058208052,19.01687998516045,21.330410283620488,4.627060596920067,21106.0,18242.0
2025-02,14080,28,1,0,8,2025-02-01,0.0,2025,2,1,0.0357142857142857,0.0,0.2857142857142857,20.0,25,0,0,0,1,0.8660254037844386,0.5000000000000001,Strawberry,15572.0,14704.0,17270.0,15848.666666666666,-0.0958129976881582,17.457936045430312,19.828859573167627,-2.370923527737314,78532.0,16296.0,25.015496325157176,20.35778532880272,22.686640826979943,4.6577109963544565,19775.0,18035.5
2025-03,0,31,30,2,10,2025-03-01,1.0,2025,3,1,0.967741935483871,0.064516129032258,0.3225806451612903,20.0,26,0,0,0,1,1.0,6.123233995736766e-17,Strawberry,14080.0,15572.0,14704.0,14785.333333333334,-1.0,0.0,17.457936045430312,-17.457936045430312,80651.0,4813.0,21.11371516630281,18.149935892601253,19.631825529452037,2.9637792737015616,13153.0,8983.0
2025-04,13327,30,0,3,8,2025-04-01,2.0,2025,4,2,0.0,0.1,0.2666666666666666,20.0,27,0,0,0,1,0.8660254037844387,-0.4999999999999998,Strawberry,0.0,14080.0,15572.0,9884.0,0.0,21.36216458820889,0.0,21.36216458820889,37.0,8026.0,25.131195335276967,19.30301354048919,22.21710443788308,5.828181794787778,8026.0,5090.5
2025-05,13991,31,0,3,9,2025-05-01,3.0,2025,5,2,0.0,0.0967741935483871,0.2903225806451613,19.0,28,0,0,0,1,0.4999999999999999,-0.8660254037844387,Strawberry,13327.0,0.0,14080.0,9135.666666666666,0.0498236662414646,20.365653066274614,21.36216458820889,-0.9965115219342736,62386.0,16618.0,19.769447649864976,18.893344025661587,19.33139583776328,0.8761036242033882,17670.0,17144.0
2025-06,15438,30,0,3,9,2025-06-01,2.0,2025,6,2,0.0,0.1,0.3,19.0,29,0,0,0,1,1.2246467991473532e-16,-1.0,Strawberry,13991.0,13327.0,0.0,9106.0,0.1034236294760917,24.54215948111408,20.365653066274614,4.176506414839462,68699.0,18011.0,22.64338336979206,16.262829932902726,19.45310665134739,6.380553436889333,18011.0,16143.5
2025-07,17779,31,0,0,8,2025-07-01,0.0,2025,7,3,0.0,0.0,0.2580645161290322,23.0,30,0,0,0,1,-0.4999999999999997,-0.8660254037844388,Strawberry,15438.0,13991.0,13327.0,14252.0,0.1516388133177872,21.468333031455657,24.54215948111408,-3.073826449658423,62904.0,23582.0,26.269940290526687,16.03720561169949,21.15357295111309,10.232734678827196,23582.0,19067.0
2025-08,19749,31,0,1,10,2025-08-01,0.0,2025,8,3,0.0,0.032258064516129,0.3225806451612903,21.0,31,0,0,0,1,-0.8660254037844385,-0.5000000000000004,Strawberry,17779.0,15438.0,13991.0,15736.0,0.1108048821643512,23.87220771685524,21.468333031455657,2.403874685399579,82815.0,21463.0,22.958026698613725,22.165299138250937,22.561662918432333,0.7927275603627884,21503.0,21483.0
2025-09,18375,30,0,1,8,2025-09-01,1.0,2025,9,3,0.0,0.0333333333333333,0.2666666666666666,21.0,32,0,0,0,1,-1.0,-1.8369701987210294e-16,Strawberry,19749.0,17779.0,15438.0,17655.333333333332,-0.0695731429439465,23.13008232421137,23.87220771685524,-0.7421253926438638,82728.0,24352.0,28.80461782309385,22.45412174364409,25.62936978336897,6.350496079449759,24352.0,22558.0
2025-10,20590,31,0,0,8,2025-10-01,0.0,2025,10,4,0.0,0.0,0.2580645161290322,23.0,33,0,0,0,1,-0.8660254037844386,0.5000000000000001,Strawberry,18375.0,19749.0,17779.0,18634.33333333333,0.1205442176870748,24.45716729225068,23.13008232421137,1.3270849680393049,79442.0,25486.0,27.751644235376105,21.28517077574533,24.51840750556072,6.466473459630777,25486.0,22645.5
2025-11,18137,30,0,0,10,2025-11-01,0.0,2025,11,4,0.0,0.0,0.3333333333333333,20.0,34,0,0,0,1,-0.5000000000000004,0.8660254037844384,Strawberry,20590.0,18375.0,19749.0,19571.33333333333,-0.1191355026711996,24.36720765262253,24.45716729225068,-0.0899596396281481,84188.0,17270.0,25.698377857487014,21.530175906648548,23.61427688206778,4.168201950838466,24001.0,20635.5
2025-12,17954,31,0,1,8,2025-12-01,1.0,2025,12,4,0.0,0.032258064516129,0.2580645161290322,22.0,35,0,0,0,1,-2.4492935982947064e-16,1.0,Strawberry,18137.0,20590.0,18375.0,19034.0,-0.0100898715333296,23.07030055382085,24.36720765262253,-1.2969070988016789,74432.0,14704.0,26.101285150782545,19.05304895431104,22.57716705254679,7.048236196471507,20513.0,17608.5
